,movie_id,movie_title,overview,popularity,rating,tagline,runtime,revenue,release_date,vote_count,budget,genres,production_companies
0,569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",2044.0,8.445,It's how you wear the mask that matters.,140,683241751,2023-05-31,3776,100000000,"['Animation', 'Action', 'Adventure']","['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions']"
1,976573,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",2934.0,7.8,Opposites react.,102,458822015,2023-06-14,1448,200000000,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Pixar']"
2,724209,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,2650.0,6.95,Defy the odds.,124,0,2023-08-09,804,0,"['Thriller', 'Action']","['Skydance', 'Pilot Wave Motion Pictures', 'Mockingbird Pictures']"
3,615656,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,1657.0,6.965,Back for seconds.,116,319056482,2023-08-02,719,129000000,"['Action', 'Science Fiction', 'Horror']","['Apelles Entertainment', 'Warner Bros. Pictures', 'di Bonaventura Pictures', 'CMC Pictures', 'Gravity Pictures']"
4,667538,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",1646.0,7.492,Unite or fall.,127,429800000,2023-06-06,2947,195000000,"['Action', 'Adventure', 'Science Fiction']","['Skydance', 'Paramount', 'di Bonaventura Pictures', 'Bay Films', 'New Republic Pictures', 'Tom DeSanto/Don Murphy Production', 'Hasbro']"
5,346698,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",1411.0,7.4,She's everything. He's just Ken.,114,1295201000,2023-07-19,3402,145000000,"['Comedy', 'Adventure', 'Fantasy']","['LuckyChap Entertainment', 'Heyday Films', 'NB/GG Pictures', 'Mattel']"
6,298618,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",1368.0,6.953,Worlds collide.,144,268375616,2023-06-13,2516,300000000,"['Action', 'Adventure', 'Science Fiction']","['Warner Bros. Pictures', 'Double Dream', 'The Disco Factory', 'DC Films']"
7,1121575,Babylon 5: The Road Home,"Travel across the galaxy with John Sheridan as he unexpectedly finds himself transported through multiple timelines and alternate realities in a quest to find his way back home. Along the way he reunites with some familiar faces, while discovering cosmic new revelations about the history, purpose, and meaning of the Universe.",1305.0,7.2,,80,0,2023-08-15,36,0,"['Animation', 'Science Fiction', 'Action', 'Adventure']",['Warner Bros. Animation']
8,884605,No Hard Feelings,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",1200.0,7.13,Pretty. Awkward.,104,82995526,2023-06-15,908,45000000,"['Comedy', 'Romance']","['Excellent Cadaver', 'Odenkirk Provissiero Entertainment', 'Columbia Pictures', 'Saks Picture Company']"
9,709631,Cobweb,"Eight year old Peter is plagued by a mysterious, constant tapping from inside his bedroom wall—one that his parents insist is all in his imagination. As Peter's fear intensifies, he believes that his parents could be hiding a terrible, dangerous secret and questions their trust.",1290.0,6.734,"Sooner or later, family secrets creep out.",88,1748486,2023-07-19,221,0,['Horror'],"['Point Grey Pictures', 'Vertigo Entertainment', 'Lionsgate']"
10,1006462,The Flood,A horde of giant hungry alligators is unleashed on a group of in-transit prisoners and their guards after a massive hurricane floods Louisiana.,1167.0,6.92,Danger is rising.,93,0,2023-07-14,167,0,"['Action', 'Horror', 'Thriller']","['Hillin Entertainment', 'Ashland Hill Media Finance', 'BGG Capital', 'Red Phoenix Productions', 'The Video Store', 'Benetone Films']"
11,961420,キングダム2 遥かなる大地へ,"It follows a young man who dreams of becoming a general and Ying Zheng, whose goal is unification.",1158.0,7.086,,134,38258562,2022-07-15,23,0,"['Action', 'Adventure', 'War']","['TOHO', 'Shueisha', 'Nippon Television Network Corporation', 'Sony Pictures']"
12,385687,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",1053.0,7.305,The end of the road begins.,142,704709660,2023-05-17,3484,340000000,"['Action', 'Crime', 'Thriller']","['Universal Pictures', 'Original Film', 'One Race', 'Perfect Storm Entertainment']"
13,1149381,Operacja: Soulcatcher,A military contractor hired to seize a weapon that turns people into savage killers seeks revenge when his brother falls victim to the device.,1016.0,6.555,,99,0,2023-08-02,145,0,"['Action', 'Adventure', 'Thriller']",['Lightcraft']
14,614479,Insidious: The Red Door,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",863.0,6.91,It ends where it all began.,107,185582093,2023-07-05,969,16000000,"['Horror', 'Mystery', 'Thriller']","['Blumhouse Productions', 'Stage 6 Films', 'Screen Gems', 'Oren Peli Productions', 'Solana Films']"
15,644124,Dampyr,"Haunted by nightmares, con artist Harlan Draka wanders through the war-torn Balkan countryside, making money out of ridding superstitious villagers of imaginary monsters. But after being hired by soldiers who are under attack by actual vampires, Harlan discovers the truth: he's a Dampyr, half-human and half-vampire. While trying to stop a Master of the Night and his undead army, Harlan will have to learn to manage his newfound powers and uncover his origins.",801.5,6.684,"Shall a vampire unite with a human woman, she will give birth to a...",109,0,2022-10-28,60,15000000,"['Horror', 'Fantasy', 'Action']","['Sergio Bonelli Editore', 'Eagle Pictures', 'Brandon Box']"
16,457332,Hidden Strike,Two elite soldiers must escort civilians through a gauntlet of gunfire and explosions.,773.0,7.094,There is a plan. They just don't know what it is.,103,0,2023-07-06,635,80000000,"['Action', 'Adventure', 'Thriller', 'Comedy']","['Talent International Media', 'Sparkle Roll Media', 'Tencent Pictures', 'XYZ Films', 'Changchun Film Studio', 'Huaxia Film Distribution']"
17,447365,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",753.0,8.04,Once more with feeling.,150,845430302,2023-05-03,4503,250000000,"['Science Fiction', 'Adventure', 'Action']","['Marvel Studios', 'Kevin Feige Productions']"
18,1008042,Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",821.5,7.07,You call. They'll answer.,95,46038000,2023-07-26,245,4500000,"['Horror', 'Thriller']","['Causeway Films', 'Metrol Technology', 'Screen Australia', 'South Australian Film Corporation', 'Bankside Films', 'Adelaide Film Festival Investment Fund', 'Head Gear Films']"
19,447277,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",718.0,6.55,"Watch and you'll see, some day I'll be, part of your world!",135,564244557,2023-05-18,1706,250000000,"['Adventure', 'Family', 'Fantasy', 'Romance']","['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']"
20,1083862,バイオハザード：デスアイランド,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",723.5,7.625,Destinies intertwined. A world gone mad.,91,53929,2023-06-22,597,0,"['Animation', 'Action', 'Horror']","['CAPCOM', 'TMS Entertainment', 'Quebico', 'UNLIMITED PRODUCE by TMS']"
21,981314,Alien Invasion,"A group of friends find a large egg, but little do they know it contains an unwelcome predator. Now they must stop it from reaching civilization.",918.5,4.316,,0,0,2023-05-11,22,0,"['Science Fiction', 'Horror']",['Proportion Productions']
22,1070514,ゾン100～ゾンビになるまでにしたい100のこと～,"Bullied by his boss, worked around the clock, he's nothing more than a corporate drone. All it takes is a zombie outbreak for him to finally feel alive!",729.0,6.727,"When zombies flooded the town, a bright light shined into my dark life!",129,0,2023-08-03,247,0,"['Comedy', 'Horror', 'Action']","['Robot Communications', 'Plus One Entertainment', 'Netflix', 'Shogakukan']"
23,872585,Oppenheimer,The story of J. Robert Oppenheimer’s role in the development of the atomic bomb during World War II.,721.5,8.27,The world forever changes.,181,722772416,2023-07-19,2499,100000000,"['Drama', 'History']","['Syncopy', 'Universal Pictures', 'Atlas Entertainment']"
24,502356,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",725.0,7.79,Not all heroes wear capes. Some wear overalls.,93,1355725263,2023-04-05,6393,100000000,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']","['Universal Pictures', 'Illumination', 'Nintendo']"
25,603692,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",715.0,7.824,"No way back, one way out.",170,426978565,2023-03-22,4270,90000000,"['Action', 'Thriller', 'Crime']","['Thunder Road', '87Eleven', 'Summit Entertainment', 'Studio Babelsberg']"
26,633374,리멤버,"Pil-ju, an Alzheimer's patient in his 80s, who lost all his family during the Japanese colonial era, and devotes his lifelong revenge before his memories disappear, and a young man in his 20s who helps him.",868.0,7.484,This revenge must be completed,128,0,2022-10-26,30,0,"['Thriller', 'Action', 'Drama']","['Moonlight Film', 'Acemaker Movieworks']"
27,758769,Unwelcome,"Londoners Maya and Jamie escape their urban nightmare to the tranquility of rural Ireland only to discover malevolent, murderous goblins lurking in the gnarled, ancient wood at the foot of their new garden. When heavily pregnant Maya’s relationship with a local family turns sour, who – or what – will come to her rescue and to what extremes will she go to protect her unborn child?",833.0,5.93,Break a promise. Pay the price.,104,0,2023-01-27,72,0,['Horror'],"['Automatik Entertainment', 'Tempo Productions', 'Ingenious Media']"
28,813477,シン・仮面ライダー,"A man forced to bear power and stripped of humanity. A woman skeptical of happiness. Takeshi Hongo, an Augmentation made by SHOCKER, and Ruriko Midorikawa, a rebel of the organization, escape while fighting off assassins. What’s justice? What’s evil? Will this violence end? Despite his power, Hongo tries to remain human. Along with freedom, Ruriko has regained a heart. What paths will they choose?",592.5,7.1,Things that change. Things that don't.  ...and things that I wouldn't want to change.,121,14768529,2023-03-17,175,0,"['Action', 'Drama', 'Science Fiction']","['khara', 'Cine Bazar', 'Toei Company']"
29,74887,玉蒲團II玉女心經,"Sai Moon-Kin is a rich man who idolizes Lawrence Ng's character in the original Sex and Zen, and works hard to please as many women as he possibly can. When marrying off his retarded son, he finds his son's new wife pretty hot, so he takes her for his own, not knowing that she is the evil Mirage Woman, who knows ""sucking"" magic that's pretty nasty. Tsui's daughter, who dresses like a man and wears chastity belt for the main part of the film, and the righteous Iron Man try to stop Mirage Woman before it's too late, which means that she'll have free rein to ""suck"" anyone she wishes.",557.0,5.88,,87,0,1996-05-09,25,0,"['Drama', 'Fantasy', 'Romance', 'Comedy']","['Orange Sky Golden Harvest', ""Jing's Production Limited""]"
30,1076487,Warhorse One,A gunned down Navy SEAL Master Chief must guide a child to safety through a gauntlet of hostile Taliban insurgents and survive the brutal Afghanistan wilderness.,549.0,7.234,Worth living for. Worth dying for.,120,0,2023-06-30,160,0,"['Action', 'Drama', 'War']",['Operator Films (US)']
31,1040148,"Ruby Gillman, Teenage Kraken","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",548.0,7.57,Discover the hero just beneath the surface.,91,42458034,2023-06-28,581,70000000,"['Animation', 'Family', 'Fantasy', 'Comedy']","['Universal Pictures', 'DreamWorks Animation']"
32,1153366,راس براس,"Hilarity meets danger when a lovesick chauffeur and a bootleg mechanic mistakenly pick up a retired crime lord, igniting a wild, life-changing adventure.",524.0,6.66,,94,0,2023-08-03,47,0,"['Comedy', 'Thriller', 'Action']",['Sirb Productions']
33,1000475,River Wild,Follows a pair of siblings who love but distrust each other as they embark on a white-water rafting trip with a small group. One of their friends from childhood turns out to be more dangerous than he appears.,569.0,6.43,The past will pull you under.,92,0,2023-08-01,76,0,"['Mystery', 'Thriller', 'Adventure']","['Universal 1440 Entertainment', 'Hero Squared']"
34,496450,Miraculous - le film,"A life of an ordinary Parisian teenager Marinette goes superhuman when she becomes Ladybug. Bestowed with magical powers of creation, Ladybug must unite with her opposite, Cat Noir, to save Paris as a new villain unleashes chaos unto the city.",559.5,7.875,The fate of the world is in their hands.,107,31041485,2023-07-05,507,86000000,"['Animation', 'Family', 'Action', 'Fantasy', 'Romance']","['ON Animation Studios', 'The Awakening Production', 'SND', 'Zagtoon', 'Method Animation', 'Fantawild', 'Mediawan']"
35,1010581,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",554.0,8.14,,117,0,2023-06-08,1535,0,"['Romance', 'Drama']","['Pokeepsie Films', 'Amazon Studios']"
36,1003581,Justice League: Warworld,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",542.0,7.28,Three heroes. Three worlds. One salvation.,90,0,2023-07-25,155,0,"['Animation', 'Action', 'Science Fiction', 'Adventure']","['Warner Bros. Animation', 'DC Entertainment']"
37,455476,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",531.0,6.65,Go beyond your destiny.,113,6794519,2023-04-27,764,60000000,"['Fantasy', 'Action', 'Adventure']","['Stage 6 Films', 'Toei Animation']"
38,565770,Blue Beetle,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",461.0,6.926,Jaime Reyes is a superhero whether he likes it or not.,128,52143690,2023-08-16,251,104000000,"['Action', 'Science Fiction', 'Adventure']","['Warner Bros. Pictures', 'The Safran Company', 'DC Films']"
39,1061181,キングダム 運命の炎,"It follows Li Xin and Wang Qi as they stand on the battlefield for the first time to fight off an invasion by Zhao, and it also follows Ying Zheng's unknown past.",447.0,7.645,,0,0,2023-07-28,48,0,"['Action', 'Adventure', 'War']",['TOHO']
40,828899,Metalocalypse: Army of the Doomstar,"After the heroic rescue of Toki Wartooth, DETHKLOK frontman Nathan Explosion finds himself traumatized in a BRUTAL professional and romantic flat-spin all while he is tasked with fulfilling the prophecy and confronting the ultimate songwriting challenge: write the SONG OF SALVATION and save the planet. Can Nathan Explosion look beyond his brutally damaged ego to save his band, stop the Metalocalypse, and finally face the ultimate evil: Salacia?",461.0,6.8,It will be brutal.,83,0,2023-08-22,11,0,"['Animation', 'Comedy', 'Music']","['Williams Street', 'Titmouse']"
41,1143190,Fear the Night,"During a bachelorette party in a secluded California farmhouse, masked intruders launch a brutal attack, forcing eight women to fight for survival. Led by Tess, a troubled military veteran, they unite to defend themselves throughout a harrowing night.",521.0,6.7,Fight till dawn,92,0,2023-07-21,103,0,"['Action', 'Thriller']",[]
42,678512,Sound of Freedom,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",501.8,8.125,Fight for the light. Silence the darkness.,131,177616223,2023-07-03,380,14500000,"['Action', 'Drama']",['Santa Fe Films']
43,459003,Мавка: Лісова пісня,"Mavka — a Soul of the Forest and its Warden — faces an impossible choice between love and her duty as guardian to the Heart of the Forest, when she falls in love with a human — the talented young musician Lukas.",438.2,7.39,,99,13432624,2023-03-02,334,5000000,"['Animation', 'Adventure', 'Family', 'Fantasy']","['Animagrad Animation Studio', '3Beep', 'FILM.UA Group']"
44,1064835,七つの大罪 怨嗟のエジンバラ 後編,"Reunited with Lancelot for the first time since their tragic accident, Tristan must learn to conquer his inner demons in order to save his mother's life.",445.2,7.652,,55,0,2023-08-08,56,0,"['Action', 'Adventure', 'Fantasy', 'Animation']","['Marvy Jack', 'Alfred Imageworks']"
45,315162,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",418.2,8.266,Say hola to his little friends.,103,482129780,2022-12-07,6231,90000000,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Action']","['DreamWorks Animation', 'Universal Pictures']"
46,832502,The Monkey King,"A stick-wielding monkey teams with a young girl on an epic quest for immortality, battling demons, dragons, gods — and his own ego — along the way.",391.5,6.848,The legend has arrived.,92,0,2023-08-11,72,0,"['Animation', 'Fantasy', 'Adventure', 'Family', 'Comedy']",['Pearl Studio']
47,697843,Extraction 2,"Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Vienna, in order to get revenge.",427.2,7.508,Prepare for the ride of your life.,123,0,2023-06-09,1691,65000000,"['Action', 'Thriller']","['AGBO', 'Filmhaus Films']"
48,930094,"Red, White & Royal Blue","After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",381.5,8.3,Love who you want. It's good foreign policy.,121,0,2023-07-27,613,0,"['Comedy', 'Romance']","['Amazon Studios', 'Berlanti Productions']"
49,76600,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",417.8,7.66,Return to Pandora.,192,2320250281,2022-12-14,9570,460000000,"['Science Fiction', 'Adventure', 'Action']","['20th Century Studios', 'Lightstorm Entertainment']"
50,1153222,LEGO Disney Princess: The Castle Quest,"Tiana, Moana, Snow White, Rapunzel, and Ariel are off on an adventure as they are each unexpectedly transported to a mysterious castle. Shortly after arriving, they soon discover that Gaston has hatched an evil plan to take over all their kingdoms! The Princess characters must work together to solve challenges hidden deep within the castle walls and try to save their kingdoms from Gaston. Will bravery, quick-thinking, and teamwork prevail?",428.8,6.81,,47,0,2023-08-18,13,0,['Animation'],"['LEGO', 'Pure Imagination Studios']"
51,345940,The Meg,"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct.",376.0,6.246,Pleased to eat you,113,530517320,2018-08-09,6870,150000000,"['Action', 'Science Fiction', 'Horror']","['Apelles Entertainment', 'Gravity Pictures', 'di Bonaventura Pictures', 'Flagship Entertainment Group', 'Maeday Productions', 'Warner Bros. Pictures']"
52,828898,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,"A nationwide manhunt for Hank Venture leads to untold dangers and unexpected revelations, while The Monarch is literally out for Dr Venture's blood. An imposing evil from the past reemerges to wreak havoc on the Ventures, The Guild, and even the Monarch marriage—it will take friends and foes alike to restore the Ventures' world to order… or end it once and for all.",385.2,7.1,,84,0,2023-07-21,45,0,"['Animation', 'Action', 'Adventure', 'Science Fiction']","['Williams Street', 'Astro Base GO!', 'Titmouse']"
53,575264,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",344.5,7.746,We all share the same fate.,164,541559000,2023-07-08,1058,291000000,"['Action', 'Adventure', 'Thriller']","['Paramount', 'Skydance', 'TC Productions']"
54,536437,Hypnotic,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,344.0,6.46,Control is an illusion.,94,9464308,2023-05-11,427,70000000,"['Mystery', 'Thriller', 'Science Fiction']","['Studio 8', 'Solstice Productions', 'Ingenious Media', 'Double R Productions']"
55,254128,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",341.5,6.2,"A rescue pilot survived an earthquake, this is what happens next",114,473990832,2015-05-27,7951,110000000,"['Action', 'Drama', 'Thriller']","['New Line Cinema', 'Village Roadshow Pictures', 'Flynn Picture Company', 'Warner Bros. Pictures']"
56,882569,Guy Ritchie's The Covenant,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",361.2,7.82,A bond. A pledge. A commitment.,123,20000000,2023-04-19,1479,55000000,"['War', 'Action', 'Thriller']","['STX Films', 'Toff Guy Films']"
57,974927,Los olvidados: Cicatrices,"An Anglo-American indie rock band winds up stranded in Epecuén, where their internal conflicts and the bad luck of their tour quickly lose importance before the hell that awaits them.",324.8,7.125,Rock will tear us apart.,85,0,2023-04-27,8,0,['Horror'],"['Minerva Pictures Group', 'Black Mandala']"
58,445651,The Darkest Minds,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",319.2,7.043,The ones who changed will change everything,105,41142379,2018-07-25,2581,34000000,"['Action', 'Adventure', 'Drama']","['21 Laps Entertainment', '20th Century Fox']"
59,900667,ONE PIECE FILM RED,"Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.",338.8,7.387,An almighty voice. With fiery red locks.,115,150797338,2022-08-06,641,0,"['Animation', 'Adventure', 'Action', 'Fantasy']","['Toei Animation', 'Shueisha', 'Toei Company', 'Fuji Television Network', 'Bandai', 'Bandai Namco Entertainment', 'ADK Emotions', 'dentsu']"
60,1088080,Older Gods,"After the disappearance of his troubled friend, American Chris Rivers travels to the remote Welsh countryside to investigate what happened – leading him to a dark apocalyptic cult.",355.5,4.95,Pray for Salvation,82,0,2023-03-01,20,500000,"['Horror', 'Mystery', 'Thriller']",['Wagyu Films']
61,980489,Gran Turismo,The ultimate wish fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,394.2,7.344,From gamer to racer.,135,0,2023-08-09,152,100000000,"['Action', 'Drama', 'Adventure']","['PlayStation Productions', '2.0 Entertainment', 'Columbia Pictures']"
62,864168,Joy Ride,"When Audrey's business trip to Asia goes sideways, she enlists the aid of Lolo, her irreverent, childhood best friend who also happens to be a hot mess; Kat, her college friend turned Chinese soap star; and Deadeye, Lolo's eccentric cousin. Their no-holds-barred, epic experience becomes a journey of bonding, friendship, belonging, and wild debauchery that reveals the universal truth of what it means to know and love who you are.",412.5,6.625,Four friends. One trip. No luck.,95,11000000,2023-06-22,128,0,['Comedy'],"['Lionsgate', 'Point Grey Pictures', 'Red Mysterious Hippo']"
63,1128604,Snoopy Presents: One-of-a-Kind Marcie,"Quiet, kindhearted introvert Marcie has lots of brilliant ideas to help her friends achieve goals and solve problems. But when the world takes notice and the spotlight lands on her, sharing those ideas becomes a challenge.",305.2,7.0,Have the courage to be yourself.,39,0,2023-08-17,9,0,"['Animation', 'Family']","['WildBrain Studios', 'Charles M. Schulz Creative Associates']"
64,1035798,Nightmare Radio: The Night Stalker,"A late-night radio DJ with a program where people call to tell her real horror stories, soon will find out how far an obsessed fan is willing to go.",401.0,5.723,,78,0,2023-04-18,9,0,['Horror'],['Black Mandala']
65,840326,Sisu,"Deep in the wilderness of Lapland, Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.",323.5,7.508,Vengeance is golden.,91,13009289,2023-01-27,1212,6200000,"['Action', 'War']","['Subzero Film Entertainment', 'Good Chaos', 'Stage 6 Films']"
66,1150394,La Leyenda de los Chaneques,"Five years after giving up his powers and separating from his friends, Leo San Juan has started a new life trying to focus on his family and their bakery, staying away from danger and adventures. However, Leo knows that his plans are rarely fulfilled and this time is no exception: while traveling with Nando to Veracruz, things start to get weird, and from the depths of the Tuxtlas jungle, an ancient curse has returned and only Leo can face it.",301.2,8.484,,89,0,2023-07-14,159,0,"['Animation', 'Comedy', 'Family', 'Horror']",['Ánima Estudios']
67,752867,The Outwaters,Four travelers encounter menacing phenomena while camping in a remote stretch of the Mojave Desert.,278.0,4.914,We all die in the dark.,110,0,2023-02-09,35,0,"['Horror', 'Science Fiction', 'Thriller']","['Fathom Film Company', '5100 Films']"
68,423108,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",303.5,7.504,The demonic case that shocked America.,111,206431050,2021-05-25,5328,39000000,"['Horror', 'Mystery', 'Thriller']","['New Line Cinema', 'The Safran Company', 'Atomic Monster']"
69,1036561,Shadow Master,"After being slain by a group of criminals, a man is reborn with animal-like superpowers and makes it his mission to right the wrongs of his city.",286.2,6.848,From the darkness he will rise.,90,0,2022-11-03,76,0,"['Action', 'Fantasy', 'Thriller']","['Rock Solid Productions', 'Compound B', 'White Snake Golden Dragon']"
70,758323,The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",325.2,7.168,"Inspired by the actual files of Father Gabriele Amorth, Chief Exorcist of the Vatican.",103,70204828,2023-04-05,1820,18000000,"['Horror', 'Thriller']","['Screen Gems', '2.0 Entertainment', 'Jesus & Mary', 'Worldwide Katz', 'Loyola Productions', 'FFILME.RO']"
